City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
463,Laurel,US,39.0993,-76.8483,89.78,49,40,5.75,scattered clouds
464,Otane,NZ,-39.8833,176.6333,55.0,71,25,14.74,scattered clouds
465,Gawler,AU,-34.6,138.7333,54.21,70,100,15.1,moderate rain
466,Coulommiers,FR,48.8145,3.085,74.86,62,74,8.5,broken clouds
467,Terre Haute,US,39.4667,-87.4139,83.23,52,0,1.01,clear sky
468,Cabo San Lucas,MX,22.8909,-109.9124,91.18,57,57,6.6,broken clouds
469,Labrea,BR,-7.2586,-64.7981,85.73,44,36,0.56,scattered clouds
470,Sanchez,DO,19.2281,-69.6137,80.51,86,100,8.9,overcast clouds
471,Lata,PT,40.1629,-8.3327,69.75,61,0,0.89,clear sky
472,Namibe,AO,-15.1961,12.1522,61.74,88,77,4.23,broken clouds
473,Uray,RU,60.1247,64.7758,61.14,90,88,6.53,light rain
474,Istiaia,GR,38.9558,23.1528,79.54,46,0,2.01,clear sky
475,Chivacoa,VE,10.1603,-68.895,80.94,73,53,2.75,broken clouds
476,Sal Rei,CV,16.1833,-22.9167,77.54,75,100,9.73,overcast clouds
477,Beringovskiy,RU,63.05,179.3167,52.09,69,100,1.3,overcast clouds
478,Chapais,CA,49.7834,-74.8492,66.15,69,97,8.48,overcast clouds
479,Itarema,BR,-2.9248,-39.9167,78.8,79,82,13.58,broken clouds
480,San-Pedro,CI,4.7485,-6.6363,74.8,81,60,7.99,broken clouds
481,Kysyl-Syr,RU,63.8986,122.7617,67.21,86,33,5.23,scattered clouds
482,Omsukchan,RU,62.5333,155.8,52.63,67,84,8.7,broken clouds
483,Nueva Gerona,CU,21.8833,-82.8,85.39,66,59,10.65,broken clouds
484,Hinton,CA,53.4001,-117.5857,76.78,53,67,8.28,broken clouds
485,Omboue,GA,-1.5746,9.2618,71.8,87,76,4.79,broken clouds
486,Motril,ES,36.7507,-3.5179,88.27,86,59,2.77,broken clouds
487,Sibolga,ID,1.7427,98.7792,76.3,83,97,2.28,overcast clouds
488,San Andres,CO,12.5847,-81.7006,82.56,81,55,17.78,broken clouds
489,Oranjemund,NA,-28.55,16.4333,52.18,85,5,12.86,clear sky
490,Bagdarin,RU,54.4333,113.6,53.74,98,72,1.5,broken clouds
491,Smiltene,LV,57.4244,25.9016,51.55,86,6,4.07,clear sky
492,Samfya,ZM,-11.3649,29.5565,60.98,47,3,5.73,clear sky
493,Sorland,NO,67.667,12.6934,57.06,75,7,12.19,clear sky
494,Thunder Bay,CA,48.4001,-89.3168,77.18,45,7,9.04,clear sky
495,Zherdevka,RU,51.8486,41.4606,63.7,65,100,8.23,overcast clouds
496,Nelson Bay,AU,-32.7167,152.15,52.0,95,96,4.0,overcast clouds
497,Anchorage,US,61.2181,-149.9003,62.08,87,100,5.99,overcast clouds
498,Goderich,CA,43.7501,-81.7165,73.9,64,6,6.78,clear sky
499,Soverato,IT,38.685,16.5499,82.35,86,3,12.71,clear sky
500,Warrnambool,AU,-38.3833,142.4833,52.29,55,100,21.05,overcast clouds
501,Sur,OM,22.5667,59.5289,84.78,68,51,8.72,broken clouds
502,Conceicao Das Alagoas,BR,-19.9147,-48.3883,72.28,37,0,3.96,clear sky
503,Kozhva,RU,65.1073,57.0459,57.67,79,57,4.85,broken clouds
504,Pleasanton,US,37.6624,-121.8747,87.94,51,0,17.27,clear sky
505,Pisco,PE,-13.7,-76.2167,64.45,72,0,6.91,clear sky
506,Sisimiut,GL,66.9395,-53.6735,48.11,79,100,5.99,overcast clouds
507,Praya,CV,14.9215,-23.5087,78.71,77,96,8.61,overcast clouds
508,Samoded,RU,63.6083,40.5111,53.8,97,4,4.68,clear sky
509,Zyryanka,RU,65.75,150.85,67.42,36,2,17.67,clear sky
510,Seguela,CI,7.9611,-6.6731,73.15,83,77,3.44,broken clouds
511,Muli,MV,2.9167,73.5667,77.5,88,100,16.2,overcast clouds
512,Ak-Dovurak,RU,51.1833,90.6,60.03,71,91,1.28,overcast clouds
513,Phek,IN,25.6667,94.5,61.07,99,100,0.89,overcast clouds
514,Odda,NO,60.0691,6.5457,59.2,85,97,5.79,overcast clouds
515,Taunggyi,MM,20.7833,97.0333,63.54,93,100,2.84,overcast clouds
516,Dryden,CA,49.7833,-92.7503,83.5,34,4,9.95,clear sky
517,Padang,ID,-0.9492,100.3543,75.92,86,85,3.69,overcast clouds
518,Tuatapere,NZ,-46.1333,167.6833,40.15,88,94,5.17,light rain
519,Pochutla,MX,15.7432,-96.4661,82.81,70,84,4.81,broken clouds
520,Filadelfia,US,39.9523,-75.1638,90.01,40,79,5.01,broken clouds
521,Taungdwingyi,MM,20.0167,95.55,78.3,85,100,7.38,overcast clouds
522,Rosetta,EG,31.4044,30.4164,78.49,72,0,11.88,clear sky
523,Jumla,NP,29.2747,82.1838,62.01,95,100,1.07,overcast clouds
524,Kita,ML,13.0349,-9.4895,73.74,91,66,2.21,broken clouds
525,Barra Patuca,HN,15.8,-84.2833,81.05,83,97,11.48,overcast clouds
526,Tiznit,MA,29.5833,-9.5,88.66,21,0,2.1,clear sky
527,Coihaique,CL,-45.5752,-72.0662,35.71,91,100,5.46,overcast clouds
528,Katsina,NG,12.9894,7.6006,73.81,77,100,12.5,overcast clouds
529,Brazzaville,CG,-4.2658,15.2832,80.94,45,31,10.02,scattered clouds
530,Mananjary,MG,-21.2167,48.3333,65.19,92,11,4.43,few clouds
531,Constantine,DZ,36.365,6.6147,80.01,44,0,2.3,clear sky
532,Kijang,KR,35.2442,129.2139,77.63,95,100,1.39,overcast clouds
533,Hauterive,FR,46.0901,3.4459,68.76,51,4,2.08,clear sky
534,Levokumka,RU,44.2317,43.15,77.25,47,28,8.95,scattered clouds
535,Maoming,CN,21.65,110.9,78.98,86,95,1.83,overcast clouds
536,Kieta,PG,-6.2167,155.6333,81.19,77,60,7.47,light rain
537,Belmonte,BR,-15.8631,-38.8828,74.5,91,0,10.58,clear sky
538,Yerbogachen,RU,61.2767,108.0108,60.1,90,89,0.94,overcast clouds
539,San Patricio,US,28.017,-97.5169,97.52,42,82,17.09,broken clouds
540,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,78.8,21,3,1.63,clear sky
541,Abu Kamal,SY,34.4506,40.9171,92.57,13,3,1.74,clear sky
542,Arman,RU,59.7,150.1667,59.02,92,89,6.91,light rain
543,Pathardi,IN,19.1667,75.1833,76.17,86,98,6.15,overcast clouds
544,Matay,EG,28.419,30.7792,84.88,27,2,13.06,clear sky
545,Surgut,RU,61.25,73.4167,69.98,73,0,11.18,clear sky
546,Praia Da Vitoria,PT,38.7333,-27.0667,74.75,78,21,3.91,few clouds
547,Susurluk,TR,39.9136,28.1578,73.89,91,0,2.55,clear sky
548,Taltal,CL,-25.4,-70.4833,57.78,79,90,4.56,overcast clouds
549,Saint-Pierre,RE,-21.3393,55.4781,71.19,74,20,4.61,few clouds
550,Bairiki,KI,1.3292,172.9752,84.2,70,20,11.5,few clouds
551,Beian,NO,63.6559,9.5683,57.0,94,0,5.75,clear sky
552,San Cristobal,VE,7.7669,-72.225,78.24,60,76,5.14,broken clouds
553,Atbasar,KZ,51.8,68.3333,63.03,72,100,8.46,overcast clouds
554,Kuandian,CN,40.7286,124.7847,73.33,92,38,2.68,scattered clouds
555,Tyukhtet,RU,56.5389,89.3011,58.95,96,88,4.61,overcast clouds
556,Trapani,IT,37.8333,12.6667,78.89,68,0,5.55,clear sky
557,Pucallpa,PE,-8.3791,-74.5539,89.64,55,20,4.61,few clouds
558,Isla Mujeres,MX,21.2311,-86.731,78.85,77,99,8.66,overcast clouds
559,Charagua,BO,-19.8,-63.2167,71.17,37,0,4.76,clear sky
560,Kargil,IN,34.5667,76.1,56.61,67,40,7.2,scattered clouds
561,Wanning,CN,18.8003,110.3967,79.83,87,21,6.49,few clouds
562,Serafimovich,RU,49.5786,42.736,64.62,64,96,5.88,overcast clouds
563,Ranau,MY,5.9538,116.6641,69.33,94,100,1.5,overcast clouds
564,Sangar,RU,63.9242,127.4739,67.5,84,16,3.89,few clouds
565,Angol,CL,-37.8,-72.7167,47.95,92,100,2.17,overcast clouds
566,Vestmannaeyjar,IS,63.4427,-20.2734,50.79,78,73,16.84,broken clouds
567,Cockburn Town,TC,21.4612,-71.1419,85.96,66,40,16.11,scattered clouds
568,Gogapur,IN,23.55,75.5167,75.24,83,80,9.93,broken clouds
569,Zile,TR,40.3031,35.8864,59.97,63,0,1.99,clear sky
570,Rundu,NA,-17.9333,19.7667,60.24,27,6,4.65,clear sky
571,Biloela,AU,-24.4167,150.5,56.88,67,86,6.13,overcast clouds
572,Aquiraz,BR,-3.9014,-38.3911,79.18,84,44,8.16,scattered clouds
573,Maiduguri,NG,11.8464,13.1603,72.43,84,100,7.27,overcast clouds
574,Qasigiannguit,GL,68.8193,-51.1922,48.45,92,100,6.67,light rain
575,Baijiantan,CN,45.6333,85.1833,80.19,33,64,10.76,broken clouds
576,Lithgow,AU,-33.4833,150.15,39.45,77,100,3.6,overcast clouds
577,Batouri,CM,4.4333,14.3667,66.31,97,70,3.2,broken clouds
578,Yangcun,CN,39.3639,117.0603,76.98,91,16,2.01,few clouds
579,Kerrville,US,30.0474,-99.1403,99.48,31,0,12.66,clear sky
580,Camopi,GF,3.1655,-52.3158,73.4,98,73,2.86,broken clouds
581,Alekseyevsk,RU,57.8406,108.3492,59.58,94,84,2.86,broken clouds
582,Neryungri,RU,56.6709,124.6491,63.64,74,11,5.17,few clouds
583,Fort Nelson,CA,58.8053,-122.7002,69.24,55,100,3.96,overcast clouds
584,Maceio,BR,-9.6658,-35.7353,76.44,94,75,4.61,broken clouds
585,Shingu,JP,33.7333,135.9833,81.03,76,98,2.28,overcast clouds
586,Gustavo Diaz Ordaz,MX,26.2333,-98.5833,100.29,39,18,21.43,few clouds
587,Micheldorf,AT,46.9222,14.4405,59.13,87,16,4.18,few clouds
588,Mahajanga,MG,-15.7167,46.3167,72.66,65,23,8.81,few clouds
589,Rodrigues Alves,BR,-7.738,-72.6509,82.78,60,63,3.29,broken clouds
590,Rawson,AR,-43.3002,-65.1023,47.93,53,2,5.41,clear sky
591,Zhigansk,RU,66.7697,123.3711,65.5,83,94,11.39,overcast clouds
592,Ballina,AU,-28.8667,153.5667,52.02,99,100,3.51,overcast clouds
593,Wewak,PG,-3.5534,143.6268,79.11,84,88,5.21,overcast clouds
594,Macon,US,39.8667,-88.9668,82.15,58,52,5.61,broken clouds
595,Ahuimanu,US,21.4447,-157.8378,89.31,68,75,12.66,broken clouds
596,Souillac,MU,-20.5167,57.5167,68.38,73,40,16.11,scattered clouds
597,Los Rastrojos,VE,10.0259,-69.2417,81.95,62,9,8.55,clear sky
598,Rockingham,US,42.9668,-71.0995,84.06,52,12,1.99,few clouds
599,Chenzhou,CN,25.8,113.0333,74.62,78,45,2.68,scattered clouds
600,Kirakira,SB,-10.4544,161.9205,82.17,74,14,6.98,few clouds
601,Shelburne,CA,44.0787,-80.2041,74.3,63,4,10.31,clear sky
602,Zhicheng,CN,30.2956,111.5047,75.25,85,0,2.44,clear sky
603,Batagay-Alyta,RU,67.8006,130.4114,64.94,80,99,2.98,overcast clouds
604,Havoysund,NO,70.9963,24.6622,50.23,83,100,19.84,overcast clouds
605,Klyuchi,RU,52.2667,79.1667,64.56,86,100,6.46,overcast clouds
606,Tual,ID,-5.6667,132.75,79.11,87,62,19.44,broken clouds
607,Salaspils,LV,56.8601,24.3654,56.84,84,64,0.78,broken clouds
608,Numaran,MX,20.25,-101.9333,75.45,56,100,1.68,overcast clouds
609,Ponerihouen,NC,-21.0833,165.4,69.12,80,87,10.02,overcast clouds
610,Malakal,SS,9.5334,31.6605,72.19,94,100,4.27,light rain
611,Diego De Almagro,CL,-26.3667,-70.05,63.82,39,12,5.99,few clouds
612,Saint-Georges,GD,12.0564,-61.7485,83.88,74,20,17.27,few clouds
613,Amazar,RU,53.858,120.875,61.61,98,100,2.71,light rain
614,Walvis Bay,NA,-22.9575,14.5053,53.1,86,29,14.25,scattered clouds
615,Muisne,EC,0.6,-80.0333,75.83,83,95,10.2,overcast clouds
616,Yukamenskoye,RU,57.8865,52.2416,60.22,75,31,1.05,scattered clouds
617,Belyy Yar,RU,53.6039,91.3903,62.49,88,0,6.71,light rain
618,Kadoma,JP,34.7333,135.5833,85.64,60,90,3.09,overcast clouds
619,Svetlaya,RU,46.5389,138.3297,74.21,76,10,7.4,clear sky
620,Barao De Melgaco,BR,-16.1944,-55.9675,77.36,38,2,3.85,clear sky
621,Xianshuigu,CN,38.985,117.3828,77.0,94,0,2.24,mist
622,Kaili,ID,-3.4626,120.2147,67.41,93,100,1.52,overcast clouds
623,Beisfjord,NO,68.3751,17.5988,62.04,64,56,5.79,broken clouds
624,Ko Samui,TH,9.5357,99.9357,83.86,75,100,16.75,overcast clouds
625,Komsomolskiy,UZ,40.4272,71.7189,78.1,44,100,1.25,overcast clouds
626,Gizo,SB,-8.103,156.8419,82.44,73,90,9.98,overcast clouds
627,Trelew,AR,-43.249,-65.3051,47.48,49,3,5.26,clear sky
628,Yuxia,CN,34.0615,108.6291,75.47,79,5,2.93,clear sky
629,Newcastle,AU,-32.9272,151.7765,46.81,95,99,3.0,overcast clouds
630,Portland,US,45.5234,-122.6762,103.55,36,40,5.75,scattered clouds
631,Buturlino,RU,55.5667,44.8974,58.08,65,66,5.08,broken clouds
632,Toro,CO,4.6117,-76.0814,74.86,85,99,5.3,overcast clouds
633,Tostedt,DE,53.2833,9.7167,65.14,79,100,5.14,overcast clouds
634,Boyolangu,ID,-8.1181,111.8935,73.18,93,97,4.65,overcast clouds
635,Kvarkeno,RU,52.0833,59.725,63.99,75,100,6.29,overcast clouds
636,Valley City,US,46.9233,-98.0032,84.72,61,75,12.66,broken clouds
637,Puerto Cabezas,NI,14.0351,-83.3888,80.01,85,100,11.86,overcast clouds
638,Cansancao,BR,-10.6672,-39.4992,75.42,52,3,6.04,clear sky
639,Vesele,UA,47.0148,34.915,70.9,42,7,11.43,clear sky
640,Inongo,CD,-1.95,18.2667,73.29,63,78,2.84,broken clouds
641,Osakarovka,KZ,50.565,72.5692,58.75,97,98,5.59,overcast clouds
642,Anadyr,RU,64.75,177.4833,55.0,62,100,2.33,overcast clouds
643,Mamallapuram,IN,12.6264,80.1722,84.06,77,59,9.78,broken clouds
644,Thanh Hoa,VN,19.8,105.7667,79.93,92,100,2.26,overcast clouds
645,Muzhi,RU,65.3667,64.6667,48.42,79,10,7.18,clear sky
646,Honiara,SB,-9.4333,159.95,83.08,69,7,5.08,clear sky
647,Kochevo,RU,59.5994,54.3125,58.17,82,14,1.23,few clouds
648,Atambua,ID,-9.1061,124.8925,70.81,89,46,4.43,scattered clouds
649,Mayya,RU,61.7333,130.2811,69.12,82,100,4.12,overcast clouds
650,Plouzane,FR,48.3833,-4.6167,64.45,91,100,6.91,overcast clouds
651,Ca Mau,VN,9.1769,105.15,77.77,92,100,3.44,overcast clouds
652,Kasempa,ZM,-13.4584,25.8338,58.55,41,0,4.18,clear sky
653,Roswell,US,34.0232,-84.3616,83.26,85,40,5.75,thunderstorm
654,Waddan,LY,29.1614,16.139,82.89,48,0,17.18,clear sky
655,Dosso,NE,13.049,3.1937,87.4,48,75,3.71,broken clouds
656,Devonport,AU,-41.1667,146.35,49.08,77,99,13.06,overcast clouds
657,Kununurra,AU,-15.7667,128.7333,51.78,87,18,0.0,few clouds
658,Moengo,SR,5.6167,-54.4,75.94,91,46,3.15,scattered clouds
659,Coahuayana,MX,18.7333,-103.6833,87.53,62,96,5.86,overcast clouds
660,Santiago De Cao,PE,-7.9589,-79.2392,62.73,82,67,11.5,fog
661,Saint-Francois,FR,46.4154,3.9054,67.44,64,0,2.3,clear sky
662,Brae,GB,60.3964,-1.353,52.68,82,29,13.85,scattered clouds
663,Rodos,GR,36.4408,28.2225,78.46,71,0,13.8,clear sky
664,Takab,IR,36.4009,47.1133,72.0,36,39,5.1,scattered clouds
665,San,ML,13.3034,-4.8956,79.52,67,70,4.25,broken clouds
666,Ola,RU,59.5833,151.2833,59.14,83,100,3.04,overcast clouds
667,Port Augusta,AU,-32.5,137.7667,57.65,33,100,16.64,light rain
668,Poninka,UA,50.1849,27.5363,66.54,48,99,8.23,overcast clouds
669,Tateyama,JP,34.9833,139.8667,86.09,84,51,12.57,broken clouds
670,Tokur,RU,53.1333,132.9,61.05,89,80,1.34,broken clouds
671,Xacmaz,AZ,41.4635,48.806,73.38,70,97,4.07,overcast clouds
672,Tornio,FI,65.8481,24.1466,53.62,76,100,7.2,overcast clouds
673,Bac Lieu,VN,9.285,105.7244,80.46,85,100,7.27,overcast clouds
674,Suleja,NG,9.1758,7.1808,70.65,97,100,2.44,light rain
675,Houma,US,29.5958,-90.7195,90.0,68,0,3.44,clear sky
676,Ferry Pass,US,30.5102,-87.2125,93.2,67,0,9.22,clear sky
677,Santiago Del Estero,AR,-27.7951,-64.2615,69.78,27,5,8.68,clear sky
678,Leningradskiy,RU,69.3833,178.4167,50.56,60,82,6.24,broken clouds
679,Helong,CN,42.5397,128.9972,72.79,93,99,1.43,overcast clouds
680,Sechura,PE,-5.5569,-80.8222,71.51,64,13,18.07,few clouds
681,Cuamba,MZ,-14.8031,36.5372,63.05,54,6,2.44,clear sky
682,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,50.7,75,1,3.22,clear sky
683,Sortino,IT,37.1566,15.026,78.76,56,0,1.43,clear sky
684,Gurupa,BR,-1.405,-51.64,76.15,89,70,6.35,moderate rain
685,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,92,100,14.97,overcast clouds
686,Muros,ES,42.7762,-9.0603,72.09,65,0,13.31,clear sky
687,Qaqortoq,GL,60.7167,-46.0333,44.92,89,15,5.84,few clouds
688,Divnoye,RU,45.9089,43.3547,82.29,44,93,9.44,overcast clouds
689,Outlook,CA,51.5001,-107.0513,71.24,62,88,13.31,overcast clouds
690,Kalmunai,LK,7.4167,81.8167,78.22,83,100,5.26,overcast clouds
691,Santana Do Acarau,BR,-3.4606,-40.2122,76.91,84,100,6.42,overcast clouds
692,Puerto Escondido,MX,15.85,-97.0667,86.83,66,75,8.05,broken clouds
693,Nuuk,GL,64.1835,-51.7216,47.01,81,40,11.5,scattered clouds
694,Arlit,NE,18.7369,7.3853,96.94,9,50,9.51,scattered clouds
